똘추,1700,3500,100,NNG,online,F,똘추,*,*,*,*,*
똥꼬충,1700,3500,100,NNG,online,T,똥꼬충,*,*,*,*,*
링딩돋,1700,3500,100,VV,online,T,링딩돋,*,*,*,*,*
롤충,1700,3500,100,NNG,online,T,롤충,*,*,*,*,*
루저,1700,3500,100,NNG,online,F,루저,*,*,*,*,*
리즈시절,1700,3500,100,NNG,online,T,리즈시절,*,*,*,*,*
마초맨,1700,3500,100,NNG,online,T,마초맨,*,*,*,*,*
머글,1700,3500,100,NNG,online,T,머글,*,*,*,*,*
므흣,1700,3500,100,MAG,online,T,므흣,*,*,*,*,*
밍아웃,1700,3500,100,NNB,online,T,밍아웃,*,*,*,*,*
반품남,1700,3500,100,NNG,online,T,반품남,*,*,*,*,*
반품녀,1700,3500,100,NNG,online,F,반품녀,*,*,*,*,*
배고밀,1700,3500,100,NNG,online,T,배고밀,*,*,*,*,*
배사,1700,3500,100,NNG,online,F,배사,*,*,*,*,*
볍신,1700,3500,100,NNG,online,T,볍신,*,*,*,*,*
빠,1700,3500,100,NNB,online,F,빠,*,*,*,*,*
빡돌,1700,3500,100,VV,online,T,빡돌,*,*,*,*,*
빡치,1700,3500,100,VA,online,F,빡치,*,*,*,*,*
빡쳤,1700,3500,100,VA,online,T,빡쳤,*,*,*,*,*
빵국,1700,3500,100,NNG,online,T,빵국,*,*,*,*,*
부리야,1700,3500,100,NNG,online,F,부리야,*,*,*,*,*
빵터,1700,3500,100,NNG,online,F,빵터,*,*,*,*,*
빵터지,1700,3500,100,VV,online,F,빵터지,*,*,*,*,*
빵터졌,1700,3500,100,VV,online,T,빵터졌,*,*,*,*,*
빼박캔트,1700,3500,100,NNG,online,F,빼박캔트,*,*,*,*,*
보슬아치,1700,3500,100,NNG,online,F,보슬아치,*,*,*,*,*
부심,1700,3500,100,NNB,online,T,부심,*,*,*,*,*
불곰국,1700,3500,100,NNG,online,T,불곰국,*,*,*,*,*
뽀록,1700,3500,100,NNG,online,T,뽀록,*,*,*,*,*
뿜,1700,3500,100,VV,online,T,뿜,*,*,*,*,*
벅세권,1700,3500,100,NNG,online,T,벅세권,*,*,*,*,*
사스가,1700,3500,100,NNG,online,F,사스가,*,*,*,*,*
스까,1700,3500,100,NNG,online,F,스까,*,*,*,*,*
스까국,1700,3500,100,NNG,online,T,스까국,*,*,*,*,*
신컨,1700,3500,100,NNG,online,T,신컨,*,*,*,*,*
쉴드,1700,3500,100,NNG,online,F,쉴드,*,*,*,*,*
섹기,1700,3500,100,NNG,online,F,섹기,*,*,*,*,*
성진국,1700,3500,100,NNG,online,T,성진국,*,*,*,*,*
썰,1700,3500,100,NNG,online,T,썰,*,*,*,*,*
수치플,1700,3500,100,NNG,online,T,수치플,*,*,*,*,*
슴가,1700,3500,100,NNG,online,F,슴가,*,*,*,*,*
씹덕,1700,3500,100,NNG,online,T,씹덕,*,*,*,*,*
샷충,1700,3500,100,NNG,online,T,샷충,*,*,*,*,*
안구오염,1700,3500,100,NNG,online,T,안구오염,*,*,*,*,*
안구정화,1700,3500,100,NNG,online,F,안구정화,*,*,*,*,*
아몰랑,1700,3500,100,NNG,online,T,아몰랑,*,*,*,*,*
알못,1700,3500,100,NNB,online,T,알못,*,*,*,*,*
야리패,1700,3500,100,NNG,online,F,야리패,*,*,*,*,*
기모띠,1700,3500,100,NNG,online,F,기모띠,*,*,*,*,*
기태띠,1700,3500,100,NNG,online,F,기태띠,*,*,*,*,*
어장관리,1700,3500,100,NNG,online,F,어장관리,*,*,*,*,*
오나전,1700,3500,100,NNG,online,T,오나전,*,*,*,*,*
오우야,1700,3500,100,NNG,online,F,오우야,*,*,*,*,*
와,1700,3500,100,IC,online,F,와,*,*,*,*,*
올,1700,3500,100,IC,online,T,올,*,*,*,*,*
웃프,1700,3500,100,VA,online,F,웃프,*,*,*,*,*
연덕,1700,3500,100,NNG,online,T,연덕,*,*,*,*,*
정주행,1700,3500,100,NNG,online,T,정주행,*,*,*,*,*
진지충,1700,3500,100,NNG,online,T,진지충,*,*,*,*,*
짝남,1700,3500,100,NNG,online,T,짝남,*,*,*,*,*
짝녀,1700,3500,100,NNG,online,F,짝녀,*,*,*,*,*
짜져,1700,3500,100,VV,online,F,짜져,*,*,*,*,*
쩐,1700,3500,100,VA,online,T,쩐,*,*,*,*,*
찰지구나,1700,3500,100,NNP,online,F,찰지구나,*,*,*,*,*
찰지,1700,3500,100,VA,online,F,찰지,*,*,*,*,*
창렬,1700,3500,100,NNG,online,T,창렬,*,*,*,*,*
추카포카,1700,3500,100,NNG,online,F,추카포카,*,*,*,*,*
천조국,1700,3500,100,NNG,online,T,천조국,*,*,*,*,*
충,1700,3500,100,NNB,online,T,충,*,*,*,*,*
철컹,1700,3500,100,MAG,online,T,철컹,*,*,*,*,*
칼빵,1700,3500,100,NNG,online,T,칼빵,*,*,*,*,*
케미,1700,3500,100,NNG,online,F,케미,*,*,*,*,*
캣맘,1700,3500,100,NNG,online,T,캣맘,*,*,*,*,*
클라스,1700,3500,100,NNG,online,F,클라스,*,*,*,*,*
킬딸,1700,3500,100,NNG,online,T,킬딸,*,*,*,*,*
쿰척,1700,3500,100,MAG,online,T,쿰척,*,*,*,*,*
팀전,1700,3500,100,NNG,online,T,팀전,*,*,*,*,*
토껴,1700,3500,100,VV,online,F,토껴,*,*,*,*,*
틀딱충,1700,3500,100,NNG,online,T,틀딱충,*,*,*,*,*
패드립,1700,3500,100,NNG,online,T,패드립,*,*,*,*,*
피방,1700,3500,100,NNG,online,T,피방,*,*,*,*,*
프사,1700,3500,100,NNG,online,F,프사,*,*,*,*,*
파오후,1700,3500,100,NNG,online,F,파오후,*,*,*,*,*
흐응,1700,3500,100,MAG,online,T,흐응,*,*,*,*,*
흐읏,1700,3500,100,MAG,online,T,흐읏,*,*,*,*,*
하앙,1700,3500,100,MAG,online,T,하앙,*,*,*,*,*
하읏,1700,3500,100,MAG,online,T,하읏,*,*,*,*,*
하악,1700,3500,100,MAG,online,T,하악,*,*,*,*,*
핰,1700,3500,100,MAG,online,T,핰,*,*,*,*,*
하응,1700,3500,100,MAG,online,T,하응,*,*,*,*,*
핡,1700,3500,100,MAG,online,T,핡,*,*,*,*,*
하앍,1700,3500,100,MAG,online,T,하앍,*,*,*,*,*
흐앗,1700,3500,100,MAG,online,T,흐앗,*,*,*,*,*
하앗,1700,3500,100,MAG,online,T,하앗,*,*,*,*,*
홍탑필패,1700,3500,100,NNG,online,F,홍탑필패,*,*,*,*,*
헐,1700,3500,100,MAG,online,T,헐,*,*,*,*,*
헉,1700,3500,100,MAG,online,T,헉,*,*,*,*,*
호갱,1700,3500,100,NNG,online,T,호갱,*,*,*,*,*
호모나게이뭐야,1700,3500,100,NNP,online,F,호모나게이뭐야,*,*,*,*,*
홍팍,1700,3500,100,NNG,online,T,홍팍,*,*,*,*,*
후방주의,1700,3500,100,NNG,online,F,후방주의,*,*,*,*,*
흑역사,1700,3500,100,NNG,online,F,흑역사,*,*,*,*,*
히익,1700,3500,100,MAG,online,T,히익,*,*,*,*,*
혐짤,1700,3500,100,NNG,online,T,혐짤,*,*,*,*,*
가놈,1700,3500,100,NNG,online,T,가놈,*,*,*,*,*
갤럼,1700,3500,100,NNG,online,T,갤럼,*,*,*,*,*
고나리,1700,3500,100,NNG,online,F,고나리,*,*,*,*,*
네덕,1700,3500,100,NNG,online,T,네덕,*,*,*,*,*
레알,1700,3500,100,NNG,online,T,레알,*,*,*,*,*
무뇌충,1700,3500,100,NNG,online,T,무뇌충,*,*,*,*,*
병림픽,1700,3500,100,NNG,online,T,병림픽,*,*,*,*,*
병머금,1700,3500,100,NNG,online,T,병머금,*,*,*,*,*
병먹금,1700,3500,100,NNG,online,T,병먹금,*,*,*,*,*
삼일한,1700,3500,100,NNG,online,T,삼일한,*,*,*,*,*
유식대장,1700,3500,100,NNG,online,T,유식대장,*,*,*,*,*
일기방패,1700,3500,100,NNG,online,F,일기방패,*,*,*,*,*
클린디시,1700,3500,100,NNG,online,F,클린디시,*,*,*,*,*
클린야갤,1700,3500,100,NNG,online,T,클린야갤,*,*,*,*,*
퇴갤,1700,3500,100,NNG,online,T,퇴갤,*,*,*,*,*
후새드,1700,3500,100,NNG,online,F,후새드,*,*,*,*,*
점,1700,3500,100,MAG,online,T,점,*,*,*,*,*
개,1700,3500,100,MAG,online,F,개,*,*,*,*,*
겨털,1700,3500,100,NNG,online,T,겨털,*,*,*,*,*
극혐,1700,3500,100,NNG,online,T,극혐,*,*,*,*,*
깜놀,1700,3500,100,NNG,online,T,깜놀,*,*,*,*,*
깝,1700,3500,100,NNG,online,T,깝,*,*,*,*,*
까비,1700,3500,100,NNG,online,F,까비,*,*,*,*,*
남사친,1700,3500,100,NNG,online,T,남사친,*,*,*,*,*
여사친,1700,3500,100,NNG,online,T,여사친,*,*,*,*,*
낮져밤이,1700,3500,100,NNG,online,F,낮져밤이,*,*,*,*,*
내여귀,1700,3500,100,NNG,online,F,내여귀,*,*,*,*,*
내로남불,1700,3500,100,NNG,online,T,내로남불,*,*,*,*,*
너또다,1700,3500,100,NNG,online,F,너또다,*,*,*,*,*
노잼,1700,3500,100,NNG,online,T,노잼,*,*,*,*,*
닥본사,1700,3500,100,NNG,online,F,닥본사,*,*,*,*,*
답정너,1700,3500,100,NNG,online,F,답정너,*,*,*,*,*
롯백,1700,3500,100,NNG,online,T,롯백,*,*,*,*,*
레기,1700,3500,100,NNG,online,F,레기,*,*,*,*,*
맥날,1700,3500,100,NNG,online,T,맥날,*,*,*,*,*
미드,1700,3500,100,NNG,online,F,미드,*,*,*,*,*
밀당,1700,3500,100,NNG,online,T,밀당,*,*,*,*,*
버정,1700,3500,100,NNG,online,T,버정,*,*,*,*,*
버카충,1700,3500,100,NNG,online,T,버카충,*,*,*,*,*
볼매,1700,3500,100,NNG,online,F,볼매,*,*,*,*,*
빨,1700,3500,100,NNB,online,T,빨,*,*,*,*,*
사캐,1700,3500,100,NNG,online,F,사캐,*,*,*,*,*
생얼,1700,3500,100,NNG,online,T,생얼,*,*,*,*,*
쌩얼,1700,3500,100,NNG,online,T,쌩얼,*,*,*,*,*
솔까말,1700,3500,100,NNG,online,T,솔까말,*,*,*,*,*
수꼴,1700,3500,100,NNG,online,T,수꼴,*,*,*,*,*
스포,1700,3500,100,NNG,online,F,스포,*,*,*,*,*
심쿵,1700,3500,100,NNG,online,T,심쿵,*,*,*,*,*
아오안,1700,3500,100,NNG,online,T,아오안,*,*,*,*,*
악플,1700,3500,100,NNG,online,T,악플,*,*,*,*,*
안궁,1700,3500,100,NNG,online,T,안궁,*,*,*,*,*
야필패,1700,3500,100,NNG,online,F,야필패,*,*,*,*,*
엄빠주의,1700,3500,100,NNG,online,F,엄빠주의,*,*,*,*,*
엑박,1700,3500,100,NNG,online,T,엑박,*,*,*,*,*
우좀,1700,3500,100,NNG,online,T,우좀,*,*,*,*,*
인강,1700,3500,100,NNG,online,T,인강,*,*,*,*,*
일코,1701,3500,100,NNG,online,F,일코,*,*,*,*,*
위꼴사,1700,3500,100,NNG,online,F,위꼴사,*,*,*,*,*
일베,1700,3500,100,NNG,online,F,일베,*,*,*,*,*
자게이,1700,3500,100,NNG,online,F,자게이,*,*,*,*,*
잤잤,1700,3500,100,NNG,online,T,잤잤,*,*,*,*,*
좌빨,1700,3500,100,NNG,online,T,좌빨,*,*,*,*,*
좌좀,1700,3500,100,NNG,online,T,좌좀,*,*,*,*,*
잼,1700,3500,100,NNG,online,T,잼,*,*,*,*,*
좆망,1700,3500,100,NNG,online,T,좆망,*,*,*,*,*
존웃,1700,3500,100,NNG,online,T,존웃,*,*,*,*,*
존잘,1700,3500,100,NNG,online,T,존잘,*,*,*,*,*
존잼,1700,3500,100,NNG,online,T,존잼,*,*,*,*,*
존예,1700,3500,100,NNG,online,F,존예,*,*,*,*,*
존못,1700,3500,100,NNG,online,T,존못,*,*,*,*,*
즐,1700,3500,100,NNG,online,T,즐,*,*,*,*,*
지못미,1700,3500,100,NNG,online,F,지못미,*,*,*,*,*
차도녀,1700,3500,100,NNG,online,T,차도녀,*,*,*,*,*
출첵,1700,3500,100,NNG,online,T,출첵,*,*,*,*,*
치깅스,1700,3500,100,NNG,online,F,치깅스,*,*,*,*,*
캐,1700,3500,100,NNG,online,F,캐,*,*,*,*,*
케바케,1700,3500,100,NNG,online,F,케바케,*,*,*,*,*
키배,1700,3500,100,NNG,online,F,키배,*,*,*,*,*
트인낭,1700,3500,100,NNG,online,T,트인낭,*,*,*,*,*
현시창,1700,3500,100,NNG,online,T,현시창,*,*,*,*,*
현웃,1700,3500,100,NNG,online,T,현웃,*,*,*,*,*
흑형,1700,3500,100,NNG,online,T,흑형,*,*,*,*,*
